timestamp,call_sign,country,distance,altitude,climbing_rate,latitude,longitude,velocidade,tipo
2024-12-19 06:44:05 UTC,RYR89UJ ,Ireland,8328.1,0,n.a.,41.2402,-8.673,0,0
2024-12-19 06:45:01 UTC,TAP27WP ,Portugal,37755.1,10271.76,0.3,41.1581,-8.242,744.228,0
2024-12-19 06:45:01 UTC,EJU63KB ,Austria,30613.2,3398.52,7.8,41.371,-8.4358,624.42,0
2024-12-19 06:45:01 UTC,AEA72CG ,Spain,21337.2,1455.42,-3.3,40.9829,-8.5989,392.796,0
2024-12-19 06:45:01 UTC,TAP452  ,Portugal,55885.1,5036.82,12.7,41.665,-8.6364,551.34,0
2024-12-19 06:45:01 UTC,RYR652Z ,Ireland,16174.2,906.78,14.0,41.3096,-8.6981,354.492,0
2024-12-19 06:45:01 UTC,N77VA   ,United States,7603.1,0,n.a.,41.2337,-8.6775,3.708,0
2024-12-19 06:45:01 UTC,RYR529  ,Ireland,7737.3,0,n.a.,41.2349,-8.6738,3.708,0
2024-12-19 06:45:01 UTC,RYR89UJ ,Ireland,8328.1,0,n.a.,41.2402,-8.673,0,0
2024-12-19 06:45:01 UTC,SRR6646 ,Denmark,7972.1,0,n.a.,41.2368,-8.6835,18.503999999999998,0
2024-12-19 06:46:01 UTC,TAP27WP ,Portugal,37809.7,10279.38,0.3,41.0449,-8.2721,747.828,0
2024-12-19 06:46:01 UTC,AEA72CG ,Spain,14924.8,1135.38,-5.5,41.037,-8.6255,378.82800000000003,0
2024-12-19 06:46:01 UTC,RYR652Z ,Ireland,23128.1,1623.06,10.1,41.3724,-8.6934,505.22400000000005,0
2024-12-19 06:46:01 UTC,EJU63KB ,Austria,39759.8,4114.8,11.4,41.3794,-8.298,698.58,0
2024-12-19 06:46:01 UTC,N77VA   ,United States,7714.5,0,n.a.,41.2347,-8.6777,83.34,0
2024-12-19 06:46:01 UTC,RYR529  ,Ireland,7737.3,0,n.a.,41.2349,-8.6738,3.708,0
2024-12-19 06:46:01 UTC,RYR89UJ ,Ireland,8328.1,0,n.a.,41.2402,-8.673,0,0
2024-12-19 06:46:01 UTC,SRR6646 ,Denmark,7922.3,0,n.a.,41.2363,-8.6843,17.604,0
2024-12-19 06:47:01 UTC,TAP27WP ,Portugal,41710.5,10294.62,0.0,40.9373,-8.3005,757.296,0
2024-12-19 06:47:01 UTC,AEA72CG ,Spain,9361.5,975.36,-0.3,41.0864,-8.6388,319.24800000000005,0
2024-12-19 06:47:01 UTC,N77VA   ,United States,12544.9,784.86,15.6,41.2775,-8.689,330.156,0
2024-12-19 06:47:01 UTC,RYR652Z ,Ireland,31662.1,2743.2,20.5,41.449,-8.6788,550.008,0
2024-12-19 06:47:01 UTC,RYR529  ,Ireland,7737.3,0,n.a.,41.2349,-8.6738,3.708,0
2024-12-19 06:47:01 UTC,RYR89UJ ,Ireland,8328.1,0,n.a.,41.2402,-8.673,0,0
2024-12-19 06:47:01 UTC,RYR9972 ,Ireland,8064.9,0,n.a.,41.2376,-8.6841,4.644,0
2024-12-19 06:47:01 UTC,SRR6646 ,Denmark,7922.3,0,n.a.,41.2363,-8.6843,17.604,0
2024-12-19 06:48:02 UTC,TAP27WP ,Portugal,49453.5,10302.24,-0.3,40.816,-8.3325,755.46,0
2024-12-19 06:48:02 UTC,AEA72CG ,Spain,4181.5,754.38,-4.2,41.1334,-8.6511,247.716,0
2024-12-19 06:48:02 UTC,N77VA   ,United States,19230.4,1775.46,16.3,41.3362,-8.7044,396.252,0
2024-12-19 06:48:02 UTC,RYR652Z ,Ireland,42152.1,3954.78,17.9,41.5426,-8.6619,598.212,0
2024-12-19 06:48:02 UTC,RYR529  ,Ireland,7737.3,0,n.a.,41.2349,-8.6738,3.708,0
2024-12-19 06:48:02 UTC,RYR9972 ,Ireland,8064.9,0,n.a.,41.2376,-8.6841,4.644,0
2024-12-19 06:48:02 UTC,SRR6646 ,Denmark,7922.3,0,n.a.,41.2363,-8.6843,17.604,0
